timestamp,value,is_anomaly,anomaly_score
2014-07-01 21:30:00,24439,0,0.5386554281687483
2014-07-01 22:00:00,23318,0,0.5078150072850416
2014-07-01 22:30:00,21733,0,0.5042189013027891
2014-07-01 23:00:00,20104,0,0.46754440527741165
2014-07-01 23:30:00,16111,0,0.4595969852030726
2014-07-02 00:00:00,13370,0,0.5068823401245813
2014-07-02 00:30:00,9945,1,0.5536434246526217
2014-07-02 01:00:00,7571,1,0.5575537441159544
2014-07-02 01:30:00,5917,0,0.5405376135776159
2014-07-02 02:00:00,4820,0,0.5385039692171418
2014-07-02 02:30:00,3634,0,0.53841954346018
2014-07-02 03:00:00,2993,0,0.5461294647031687
2014-07-02 03:30:00,2535,0,0.5382153044215626
2014-07-02 04:00:00,2570,0,0.5312802689451434
2014-07-02 04:30:00,2485,0,0.5369557012923792
2014-07-02 05:00:00,2868,0,0.5370817870145704
2014-07-02 05:30:00,4482,0,0.5278886935960847
2014-07-02 06:00:00,6788,0,0.5290196174087295
2014-07-02 06:30:00,11078,0,0.5474726527875204
2014-07-02 07:00:00,13729,0,0.49860637339409797
2014-07-02 07:30:00,16700,0,0.44717488059640503
2014-07-02 08:00:00,19156,0,0.44159182818212694
2014-07-02 08:30:00,19953,0,0.47303473868502915
2014-07-02 09:00:00,19502,0,0.4534599759104684
2014-07-02 09:30:00,18994,0,0.4413276370925096
2014-07-02 10:00:00,17311,0,0.43378894519208844
2014-07-02 10:30:00,17904,0,0.43441900980290066
2014-07-02 11:00:00,17133,0,0.4367486289771741
2014-07-02 11:30:00,18589,0,0.4339866883151625
2014-07-02 12:00:00,19134,0,0.4410537301240033
2014-07-02 12:30:00,19259,0,0.4483061584383396
2014-07-02 13:00:00,18667,0,0.4365476496858019
2014-07-02 13:30:00,19078,0,0.43966723470860664
2014-07-02 14:00:00,18546,0,0.4348584550500753
2014-07-02 14:30:00,18593,0,0.4352858569527922
2014-07-02 15:00:00,17967,0,0.43246921301480024
2014-07-02 15:30:00,16624,0,0.45885308131907093
2014-07-02 16:00:00,14634,0,0.48155673766845064
2014-07-02 16:30:00,13888,0,0.49556495162035985
2014-07-02 17:00:00,17430,0,0.42664078152208984
2014-07-02 17:30:00,21919,0,0.5018009148634988
2014-07-02 18:00:00,23633,0,0.5068238004718592
2014-07-02 18:30:00,24512,0,0.5416818501708808
2014-07-02 19:00:00,24887,0,0.5454551417977693
2014-07-02 19:30:00,26872,1,0.637408423867294
2014-07-02 20:00:00,22009,0,0.49944190899805235
2014-07-02 20:30:00,18259,0,0.43913687350473235
2014-07-02 21:00:00,20844,0,0.49118532328018244
2014-07-02 21:30:00,22576,0,0.4970621268695585
2014-07-02 22:00:00,22401,0,0.5034515662403735
2014-07-02 22:30:00,19056,0,0.44004925917344817
2014-07-02 23:00:00,17518,0,0.4280209415572998
2014-07-02 23:30:00,15307,0,0.46077912085675515
2014-07-03 00:00:00,12646,0,0.5282480978319806
2014-07-03 00:30:00,10562,0,0.5517637817107487
2014-07-03 01:00:00,8416,1,0.5527231892504889
2014-07-03 01:30:00,7098,0,0.5411890176195516
2014-07-03 02:00:00,5826,0,0.5422042294114789
2014-07-03 02:30:00,4383,0,0.523754682861144
2014-07-03 03:00:00,3270,0,0.5477929956632689
2014-07-03 03:30:00,2948,0,0.5436926798236136
2014-07-03 04:00:00,3146,0,0.5438979912576087
2014-07-03 04:30:00,3077,0,0.546146626333121
2014-07-03 05:00:00,3000,0,0.5454992186299247
2014-07-03 05:30:00,4592,0,0.5276379522432537
2014-07-03 06:00:00,6486,0,0.521857965070106
2014-07-03 06:30:00,10113,1,0.5547753679470607
2014-07-03 07:00:00,12240,0,0.5322457434065928
2014-07-03 07:30:00,14574,0,0.4847061733568513
2014-07-03 08:00:00,16778,0,0.4532330144477292
2014-07-03 08:30:00,18910,0,0.4415826068589225
2014-07-03 09:00:00,18350,0,0.440083124726687
2014-07-03 09:30:00,17218,0,0.43626030615263856
2014-07-03 10:00:00,16097,0,0.4587997991611966
2014-07-03 10:30:00,16409,0,0.4504464151748946
2014-07-03 11:00:00,15893,0,0.4634547778358991
2014-07-03 11:30:00,16778,0,0.4532330144477292
2014-07-03 12:00:00,17604,0,0.43411572915429236
2014-07-03 12:30:00,18665,0,0.4365476496858019
2014-07-03 13:00:00,19045,0,0.4391989018161784
2014-07-03 13:30:00,19261,0,0.44800294321378037
2014-07-03 14:00:00,19363,0,0.4471789397965167
2014-07-03 14:30:00,19078,0,0.43966723470860664
2014-07-03 15:00:00,18193,0,0.4358596178726031
2014-07-03 15:30:00,16635,0,0.45650291840975266
2014-07-03 16:00:00,14615,0,0.48413019926538575
2014-07-03 16:30:00,13759,0,0.4958992407042484
2014-07-03 17:00:00,17008,0,0.4370027106702383
2014-07-03 17:30:00,19595,0,0.46026413763869667
2014-07-03 18:00:00,21328,0,0.4787976787852691
2014-07-03 18:30:00,22661,0,0.4964346297298566
2014-07-03 19:00:00,29985,1,0.7175935214266895
2014-07-03 19:30:00,21501,0,0.48712328794661464
2014-07-03 20:00:00,22684,0,0.4964346297298566
2014-07-03 20:30:00,22188,0,0.5014015122586164
2014-07-03 21:00:00,22663,0,0.4960988624536344
2014-07-03 21:30:00,19573,0,0.4575291629069223
2014-07-03 22:00:00,17136,0,0.4380381214488359
2014-07-03 22:30:00,16606,0,0.4588902216843062
2014-07-03 23:00:00,16166,0,0.458344969123808
2014-07-03 23:30:00,16020,0,0.456950458028051
2014-07-04 00:00:00,15591,0,0.46445939045433987
2014-07-04 00:30:00,14395,0,0.4981274626590519
2014-07-04 01:00:00,12535,0,0.5304137159028027
2014-07-04 01:30:00,11341,0,0.5495305157177636
2014-07-04 02:00:00,9980,1,0.5547683286019874
2014-07-04 02:30:00,8404,0,0.5519757651697031
2014-07-04 03:00:00,7200,0,0.5396234360791794
2014-07-04 03:30:00,6578,0,0.5241590960964159
2014-07-04 04:00:00,5657,0,0.5453385930280681
2014-07-04 04:30:00,4474,0,0.5271777763836208
2014-07-04 05:00:00,3459,0,0.5449489253327034
2014-07-04 05:30:00,3276,0,0.5482850489628055
2014-07-04 06:00:00,3595,0,0.5411446703891203
2014-07-04 06:30:00,4240,0,0.5348180529093547
2014-07-04 07:00:00,4828,0,0.540814124744608
2014-07-04 07:30:00,4926,0,0.5429025433881297
2014-07-04 08:00:00,5165,0,0.5464395070236154
2014-07-04 08:30:00,5776,0,0.5425363870722353
2014-07-04 09:00:00,7338,0,0.5466099300876646
2014-07-04 09:30:00,7839,1,0.5604088717186027
2014-07-04 10:00:00,8623,1,0.558025127858996
2014-07-04 10:30:00,9731,1,0.561363051716041
2014-07-04 11:00:00,11024,0,0.5464392126150112
2014-07-04 11:30:00,13231,0,0.5102530556024323
2014-07-04 12:00:00,13613,0,0.49249002015731824
2014-07-04 12:30:00,13737,0,0.49939201249228765
2014-07-04 13:00:00,15574,0,0.4635826507849686
2014-07-04 13:30:00,14226,0,0.5005437466676926
2014-07-04 14:00:00,18480,0,0.4326873370441484
2014-07-04 14:30:00,18265,0,0.4391742499673864
2014-07-04 15:00:00,16575,0,0.460215303432096
2014-07-04 15:30:00,16417,0,0.4494966617683842
2014-07-04 16:00:00,14703,0,0.47233989878337274
2014-07-04 16:30:00,13469,0,0.50078284572584
2014-07-04 17:00:00,12105,0,0.5267604267086821
2014-07-04 17:30:00,11676,0,0.5412725819681047
2014-07-04 18:00:00,15487,0,0.4584395147097744
2014-07-04 18:30:00,15077,0,0.47374610726337885
2014-07-04 19:00:00,14999,0,0.4717472939455393
2014-07-04 19:30:00,14487,0,0.48627168845979796
2014-07-04 20:00:00,14415,0,0.4943218858998403
2014-07-04 20:30:00,13796,0,0.49623487287342627
2014-07-04 21:00:00,14036,0,0.4859916904128909
2014-07-04 21:30:00,14021,0,0.4862718086253946
2014-07-04 22:00:00,15593,0,0.46445939045433987
2014-07-04 22:30:00,16589,0,0.46189154872588883
2014-07-04 23:00:00,17984,0,0.43667044188931775
2014-07-04 23:30:00,18035,0,0.4361352320049552
2014-07-05 00:00:00,17576,0,0.4308697058963833
2014-07-05 00:30:00,16189,0,0.4577775167838467
2014-07-05 01:00:00,14441,0,0.4921529752853797
2014-07-05 01:30:00,12535,0,0.5304137159028027
2014-07-05 02:00:00,11006,0,0.5442254293419722
2014-07-05 02:30:00,9151,0,0.5503576188746293
2014-07-05 03:00:00,8010,1,0.5578517124332715
2014-07-05 03:30:00,7096,0,0.5411890176195516
2014-07-05 04:00:00,6407,0,0.5302836385521523
2014-07-05 04:30:00,4421,0,0.5219374294631242
2014-07-05 05:00:00,3126,0,0.5456461638173075
2014-07-05 05:30:00,2514,0,0.5363357691324914
2014-07-05 06:00:00,2550,0,0.5371239650455772
2014-07-05 06:30:00,3148,0,0.54358467732414
2014-07-05 07:00:00,3658,0,0.5396218254243585
2014-07-05 07:30:00,4345,0,0.5271423995615538
2014-07-05 08:00:00,4682,0,0.5333709219853954
2014-07-05 08:30:00,6248,0,0.5375853178208067
2014-07-05 09:00:00,7454,0,0.5521273761395995
2014-07-05 09:30:00,9010,0,0.5517293826480167
2014-07-05 10:00:00,10280,0,0.5485863585033335
2014-07-05 10:30:00,11488,0,0.5443868638258038
2014-07-05 11:00:00,11595,0,0.5425667667204632
2014-07-05 11:30:00,13098,0,0.5160066546498395
2014-07-05 12:00:00,12623,0,0.5271030012981969
2014-07-05 12:30:00,13031,0,0.5157176647454133
2014-07-05 13:00:00,13263,0,0.5095630620786055
2014-07-05 13:30:00,13349,0,0.5075596288465772
2014-07-05 14:00:00,13822,0,0.49647218112011837
2014-07-05 14:30:00,13716,0,0.4974956211466817
2014-07-05 15:00:00,13919,0,0.4963265728206609
2014-07-05 15:30:00,14203,0,0.49925380391116814
2014-07-05 16:00:00,13179,0,0.5119301491199435
2014-07-05 16:30:00,13708,0,0.4977420819412661
2014-07-05 17:00:00,13897,0,0.49556495162035985
2014-07-05 17:30:00,14740,0,0.47376831213959947
2014-07-05 18:00:00,14575,0,0.4847061733568513
2014-07-05 18:30:00,16085,0,0.4553320314337306
2014-07-05 19:00:00,18182,0,0.43615461430937086
2014-07-05 19:30:00,16861,0,0.4476677988207195
2014-07-05 20:00:00,14140,0,0.4886654669459836
2014-07-05 20:30:00,14477,0,0.49095735609502267
2014-07-05 21:00:00,15293,0,0.45968592004015424
2014-07-05 21:30:00,15457,0,0.4593915334879797
2014-07-05 22:00:00,16048,0,0.4580199345811589
2014-07-05 22:30:00,17477,0,0.42800129676863347
2014-07-05 23:00:00,16391,0,0.4555560441004372
2014-07-05 23:30:00,17006,0,0.4369189198841162
2014-07-06 00:00:00,15427,0,0.45948837977808654
2014-07-06 00:30:00,14615,0,0.48413019926538575
2014-07-06 01:00:00,13124,0,0.5121309268984677
2014-07-06 01:30:00,12222,0,0.5330667396513239
2014-07-06 02:00:00,11134,0,0.5465515297094075
2014-07-06 02:30:00,9145,0,0.5507301093047096
2014-07-06 03:00:00,8624,1,0.558025127858996
2014-07-06 03:30:00,7885,1,0.561875333278681
2014-07-06 04:00:00,7167,0,0.5408988733510849
2014-07-06 04:30:00,4805,0,0.5391033808169061
2014-07-06 05:00:00,3103,0,0.5435664067204468
2014-07-06 05:30:00,2671,0,0.5343604563298403
2014-07-06 06:00:00,2510,0,0.5356866593493628
2014-07-06 06:30:00,2917,0,0.538372873385776
2014-07-06 07:00:00,3189,0,0.5394949074883241
2014-07-06 07:30:00,4107,0,0.5396186080429967
2014-07-06 08:00:00,4122,0,0.541392851095307
2014-07-06 08:30:00,5654,0,0.5449697491903617
2014-07-06 09:00:00,6360,0,0.5314832163121287
2014-07-06 09:30:00,8406,0,0.5519757651697031
2014-07-06 10:00:00,9372,1,0.5562544375084257
2014-07-06 10:30:00,11067,0,0.5474726527875204
2014-07-06 11:00:00,11595,0,0.5425667667204632
2014-07-06 11:30:00,12909,0,0.5231465649033675
2014-07-06 12:00:00,13715,0,0.4974956211466817
2014-07-06 12:30:00,13648,0,0.49355293837158654
2014-07-06 13:00:00,14296,0,0.49580309657626837
2014-07-06 13:30:00,14798,0,0.4738337113222096
2014-07-06 14:00:00,15473,0,0.45827378389139206
2014-07-06 14:30:00,16032,0,0.45704533254932445
2014-07-06 15:00:00,14661,0,0.4763428063763193
2014-07-06 15:30:00,14836,0,0.47106877242094725
2014-07-06 16:00:00,13700,0,0.499592835631924
2014-07-06 16:30:00,14565,0,0.48568980997718386
2014-07-06 17:00:00,15392,0,0.45933142311990993
2014-07-06 17:30:00,16866,0,0.44551121331868004
2014-07-06 18:00:00,16893,0,0.4448873434193906
2014-07-06 18:30:00,16877,0,0.4450497357176177
2014-07-06 19:00:00,17025,0,0.43699678295657524
2014-07-06 19:30:00,15884,0,0.4634547778358991
2014-07-06 20:00:00,14487,0,0.48627168845979796
2014-07-06 20:30:00,14159,0,0.4926075527538277
2014-07-06 21:00:00,16135,0,0.4593758009427476
2014-07-06 21:30:00,16165,0,0.458344969123808
2014-07-06 22:00:00,14025,0,0.4863206170009293
2014-07-06 22:30:00,13970,0,0.491457302900853
2014-07-06 23:00:00,13198,0,0.5091469673690417
2014-07-06 23:30:00,11355,0,0.5480453070613812
2014-07-07 00:00:00,8675,1,0.5561862479182877
2014-07-07 00:30:00,7180,0,0.5397934497380575
2014-07-07 01:00:00,5178,0,0.5449626523944221
2014-07-07 01:30:00,3658,0,0.5396218254243585
2014-07-07 02:00:00,3181,0,0.5397313400733869
2014-07-07 02:30:00,2402,0,0.5334417146630169
2014-07-07 03:00:00,1944,1,0.5912611255946921
2014-07-07 03:30:00,1877,1,0.6115952582514803
2014-07-07 04:00:00,2257,0,0.5375770403894328
2014-07-07 04:30:00,2280,0,0.5401816866376352
2014-07-07 05:00:00,2575,0,0.5305533463964832
2014-07-07 05:30:00,4174,0,0.5371066698501102
2014-07-07 06:00:00,6346,0,0.5314832163121287
2014-07-07 06:30:00,10594,0,0.5497780316605316
2014-07-07 07:00:00,12632,0,0.5274597526484401
2014-07-07 07:30:00,14893,0,0.4713613689664983
2014-07-07 08:00:00,16470,0,0.45192125184439874
2014-07-07 08:30:00,18998,0,0.4413276370925096
2014-07-07 09:00:00,17792,0,0.43268449601584885
2014-07-07 09:30:00,16396,0,0.45161123036162326
2014-07-07 10:00:00,14128,0,0.48880262412495795
2014-07-07 10:30:00,14161,0,0.4926075527538277
2014-07-07 11:00:00,14154,0,0.4926075527538277
2014-07-07 11:30:00,15074,0,0.4730770378307971
2014-07-07 12:00:00,15188,0,0.46813828280550646
2014-07-07 12:30:00,15483,0,0.4590602824218722
2014-07-07 13:00:00,15338,0,0.4636608799442949
2014-07-07 13:30:00,16242,0,0.45603168388681337
2014-07-07 14:00:00,16579,0,0.4601507310891759
2014-07-07 14:30:00,16885,0,0.4457587386623295
2014-07-07 15:00:00,16824,0,0.4484615625804251
2014-07-07 15:30:00,16238,0,0.4563403330855082
2014-07-07 16:00:00,15702,0,0.46546757502715574
2014-07-07 16:30:00,15132,0,0.47302105966527264
2014-07-07 17:00:00,17500,0,0.4279367881768606
2014-07-07 17:30:00,19167,0,0.4437653667636077
2014-07-07 18:00:00,21398,0,0.4783827304973166
2014-07-07 18:30:00,22382,0,0.501998303110149
2014-07-07 19:00:00,22270,0,0.5016643018538589
2014-07-07 19:30:00,20575,0,0.48539497134393234
2014-07-07 20:00:00,18824,0,0.4442816148114791
2014-07-07 20:30:00,17909,0,0.4330790683637057
2014-07-07 21:00:00,19707,0,0.4652269903285295
2014-07-07 21:30:00,19066,0,0.4405278166130856
2014-07-07 22:00:00,17755,0,0.43599874009448547
2014-07-07 22:30:00,16583,0,0.46189154872588883
2014-07-07 23:00:00,14955,0,0.4741023227472282
2014-07-07 23:30:00,11849,0,0.5388283274291452
2014-07-08 00:00:00,9292,1,0.5539318842266991
2014-07-08 00:30:00,8110,1,0.5527268268346288
2014-07-08 01:00:00,7352,0,0.5455882278602562
2014-07-08 01:30:00,5049,0,0.5478788247850273
2014-07-08 02:00:00,3451,0,0.5448407729517089
2014-07-08 02:30:00,2465,0,0.5374919640892788
2014-07-08 03:00:00,2125,0,0.5520969954170424
2014-07-08 03:30:00,1877,1,0.6115952582514803
2014-07-08 04:00:00,2069,1,0.5654042548700648
2014-07-08 04:30:00,2080,1,0.5628080173396203
2014-07-08 05:00:00,2375,0,0.5316290995163657
2014-07-08 05:30:00,4303,0,0.5316218312683836
2014-07-08 06:00:00,6537,0,0.5231987859560089
2014-07-08 06:30:00,11331,0,0.5491588366417813
2014-07-08 07:00:00,13565,0,0.49663720273491485
2014-07-08 07:30:00,16455,0,0.4516155915243657
2014-07-08 08:00:00,18310,0,0.4372303491634924
2014-07-08 08:30:00,20288,0,0.4774268445433937
2014-07-08 09:00:00,19564,0,0.458931411021736
2014-07-08 09:30:00,19380,0,0.44764489498836485
2014-07-08 10:00:00,16507,0,0.4562721979923534
2014-07-08 10:30:00,16939,0,0.4365708882714202
2014-07-08 11:00:00,16113,0,0.45953249961575676
2014-07-08 11:30:00,17537,0,0.4308411608031202
2014-07-08 12:00:00,18120,0,0.4336651277000346
2014-07-08 12:30:00,18038,0,0.4364579432942671
2014-07-08 13:00:00,17870,0,0.43279410048913886
2014-07-08 13:30:00,18427,0,0.4365933548002738
2014-07-08 14:00:00,18971,0,0.4406578644088883
2014-07-08 14:30:00,19071,0,0.4405278166130856
2014-07-08 15:00:00,18646,0,0.4377516372259601
2014-07-08 15:30:00,18229,0,0.4341843937813102
2014-07-08 16:00:00,15977,0,0.459110036125228
2014-07-08 16:30:00,15026,0,0.4716896494284484
2014-07-08 17:00:00,17398,0,0.42802422047482785
2014-07-08 17:30:00,20865,0,0.4918504317177517
2014-07-08 18:00:00,23875,0,0.517227308351215
2014-07-08 18:30:00,25290,1,0.5594042660103022
2014-07-08 19:00:00,25510,1,0.5588082231284309
2014-07-08 19:30:00,24535,0,0.5384177584851224
2014-07-08 20:00:00,21922,0,0.5018009148634988
2014-07-08 20:30:00,20113,0,0.46627331375282177
2014-07-08 21:00:00,22079,0,0.5012519603990403
2014-07-08 21:30:00,23111,0,0.5065521733277845
2014-07-08 22:00:00,25209,1,0.561048300233865
2014-07-08 22:30:00,21978,0,0.5020901452723249
2014-07-08 23:00:00,18320,0,0.4395128095644054
2014-07-08 23:30:00,14881,0,0.4712952327304167
2014-07-09 00:00:00,12053,0,0.5306559976442234
2014-07-09 00:30:00,9409,1,0.5595452416568281
2014-07-09 01:00:00,7740,1,0.5569095689711406
2014-07-09 01:30:00,5528,0,0.5468740772568139
2014-07-09 02:00:00,4667,0,0.5336052136404767
2014-07-09 02:30:00,3242,0,0.5438262009920074
2014-07-09 03:00:00,2678,0,0.5357548037806473
2014-07-09 03:30:00,2370,0,0.5341614746077363
2014-07-09 04:00:00,2475,0,0.5374919640892788
2014-07-09 04:30:00,2304,0,0.5395821319394958
2014-07-09 05:00:00,2491,0,0.5358045561496898
2014-07-09 05:30:00,4117,0,0.5410266759896795
2014-07-09 06:00:00,6435,0,0.5274126867183127
2014-07-09 06:30:00,11067,0,0.5474726527875204
2014-07-09 07:00:00,13384,0,0.5065395064612621
2014-07-09 07:30:00,17194,0,0.43397907174991873
2014-07-09 08:00:00,18510,0,0.4347562005174239
2014-07-09 08:30:00,20464,0,0.4830225884720472
2014-07-09 09:00:00,19777,0,0.46624123115376914
2014-07-09 09:30:00,18928,0,0.439349958322324
2014-07-09 10:00:00,17243,0,0.4349489987590278
2014-07-09 10:30:00,17490,0,0.42809702508801495
2014-07-09 11:00:00,16558,0,0.459202269916369
2014-07-09 11:30:00,17830,0,0.43360104803458055
2014-07-09 12:00:00,18203,0,0.436593647710892
2014-07-09 12:30:00,18126,0,0.4356616006274127
2014-07-09 13:00:00,18122,0,0.43478726052261285
2014-07-09 13:30:00,18488,0,0.43381263474549736
2014-07-09 14:00:00,18487,0,0.43219092877930565
2014-07-09 14:30:00,18542,0,0.4332939641015355
2014-07-09 15:00:00,18240,0,0.435853890900292
2014-07-09 15:30:00,17393,0,0.4290880400135442
2014-07-09 16:00:00,15175,0,0.47038484830192373
2014-07-09 16:30:00,15360,0,0.46243474781261423
2014-07-09 17:00:00,17103,0,0.4370537706702037
2014-07-09 17:30:00,19561,0,0.458931411021736
2014-07-09 18:00:00,22262,0,0.503654403184294
2014-07-09 18:30:00,24725,0,0.5429972361338349
2014-07-09 19:00:00,25995,1,0.5680001684002512
2014-07-09 19:30:00,26319,1,0.5985721879119774
2014-07-09 20:00:00,24995,0,0.5520885457916931
2014-07-09 20:30:00,20534,0,0.48227949493208283
2014-07-09 21:00:00,23458,0,0.5091589156586077
2014-07-09 21:30:00,24681,0,0.5388442889247165
2014-07-09 22:00:00,23955,0,0.5183747469425376
2014-07-09 22:30:00,23655,0,0.5076223875232707
2014-07-09 23:00:00,21896,0,0.502124562275726
2014-07-09 23:30:00,19338,0,0.44646477834042364
2014-07-10 00:00:00,15185,0,0.46813828280550646
2014-07-10 00:30:00,11459,0,0.5478212769748942
2014-07-10 01:00:00,8847,0,0.5513782441608002
2014-07-10 01:30:00,6580,0,0.5238571528077824
2014-07-10 02:00:00,5247,0,0.5429729861580478
2014-07-10 02:30:00,4127,0,0.5425015500649135
2014-07-10 03:00:00,3440,0,0.5441040079275198
2014-07-10 03:30:00,2957,0,0.5443014673741975
2014-07-10 04:00:00,2779,0,0.5353264500876035
2014-07-10 04:30:00,2532,0,0.5375414477654605
2014-07-10 05:00:00,2718,0,0.5306040715817534
2014-07-10 05:30:00,4449,0,0.5257445623488688
2014-07-10 06:00:00,6601,0,0.524865819087122
2014-07-10 06:30:00,11202,0,0.5495350589412076
2014-07-10 07:00:00,13934,0,0.49666249421473246
2014-07-10 07:30:00,17176,0,0.4397304583046856
2014-07-10 08:00:00,19057,0,0.4407426315841992
2014-07-10 08:30:00,21112,0,0.490580139725931
2014-07-10 09:00:00,19882,0,0.4693696095569984
2014-07-10 09:30:00,19024,0,0.4392419961272923
2014-07-10 10:00:00,16989,0,0.4352829519001905
2014-07-10 10:30:00,16979,0,0.4370068957949942
2014-07-10 11:00:00,16381,0,0.45682882067351355
2014-07-10 11:30:00,17815,0,0.4332703891512213
2014-07-10 12:00:00,18029,0,0.43484707867393085
2014-07-10 12:30:00,17495,0,0.4290965014596777
2014-07-10 13:00:00,17075,0,0.43592717521848356
2014-07-10 13:30:00,18234,0,0.43443562946327896
2014-07-10 14:00:00,18091,0,0.43342897051867857
2014-07-10 14:30:00,18495,0,0.43351922232413076
2014-07-10 15:00:00,17523,0,0.42889060319533173
2014-07-10 15:30:00,16714,0,0.44717488059640503
2014-07-10 16:00:00,14735,0,0.47408896575880105
2014-07-10 16:30:00,13610,0,0.49249002015731824
2014-07-10 17:00:00,16290,0,0.4570086813006685
2014-07-10 17:30:00,19152,0,0.4421897826342758
2014-07-10 18:00:00,21865,0,0.5009291624194319
2014-07-10 18:30:00,24347,0,0.5403001466089936
2014-07-10 19:00:00,26186,1,0.5842898776640751
2014-07-10 19:30:00,25852,1,0.5629998595706858
2014-07-10 20:00:00,23995,0,0.524284301723922
2014-07-10 20:30:00,21664,0,0.5018425863159718
2014-07-10 21:00:00,25027,1,0.5531202482142753
2014-07-10 21:30:00,25431,1,0.562773661165084
2014-07-10 22:00:00,25643,1,0.5595228323511089
2014-07-10 22:30:00,24654,0,0.5359893639048091
2014-07-10 23:00:00,23154,0,0.5062030252450305
2014-07-10 23:30:00,21863,0,0.5009291624194319
2014-07-11 00:00:00,20051,0,0.46814826761452605
2014-07-11 00:30:00,16122,0,0.4593758009427476
2014-07-11 01:00:00,13107,0,0.5152365783115858
2014-07-11 01:30:00,10506,0,0.5504049963004187
2014-07-11 02:00:00,8444,1,0.5534716254096878
2014-07-11 02:30:00,6876,0,0.526610757456433
2014-07-11 03:00:00,5375,0,0.5460527187015302
2014-07-11 03:30:00,4366,0,0.522150306977941
2014-07-11 04:00:00,4183,0,0.5367433937352378
2014-07-11 04:30:00,3249,0,0.5445625898409973
2014-07-11 05:00:00,3134,0,0.5452006046727103
2014-07-11 05:30:00,4620,0,0.5254591086872512
2014-07-11 06:00:00,6725,0,0.5291874781565953
2014-07-11 06:30:00,10651,0,0.54988716410086
2014-07-11 07:00:00,12952,0,0.5207830598434238
2014-07-11 07:30:00,15808,0,0.4662147270734945
2014-07-11 08:00:00,17565,0,0.4309621751803253
2014-07-11 08:30:00,19784,0,0.4655641605822336
2014-07-11 09:00:00,19699,0,0.4643302507509679
2014-07-11 09:30:00,18663,0,0.4365476496858019
2014-07-11 10:00:00,16509,0,0.4564799992719221
2014-07-11 10:30:00,16600,0,0.45843203217894773
2014-07-11 11:00:00,15636,0,0.4642565306743425
2014-07-11 11:30:00,17434,0,0.42664078152208984
2014-07-11 12:00:00,17668,0,0.43315433494865135
2014-07-11 12:30:00,17124,0,0.43657491685802036
2014-07-11 13:00:00,17124,0,0.43657491685802036
2014-07-11 13:30:00,17489,0,0.42809702508801495
2014-07-11 14:00:00,18371,0,0.4407289753503739
2014-07-11 14:30:00,18381,0,0.43990753501771834
2014-07-11 15:00:00,17898,0,0.43441900980290066
2014-07-11 15:30:00,16350,0,0.45555295155995984
2014-07-11 16:00:00,14688,0,0.4736250350951563
2014-07-11 16:30:00,14227,0,0.5005437466676926
2014-07-11 17:00:00,16924,0,0.4394854142079324
2014-07-11 17:30:00,19952,0,0.47303473868502915
2014-07-11 18:00:00,22665,0,0.4964346297298566
2014-07-11 18:30:00,23465,0,0.5091589156586077
