date,step,type,Glu-without epifluidics
,50.416749999999944,预测,84.9837
,50.43341999999994,预测,84.95439
,50.45008999999994,预测,84.96905
,50.46675999999994,预测,84.949066
,50.483429999999935,预测,84.93651
,50.50009999999993,预测,84.926575
,50.51676999999993,预测,84.91707
,50.53343999999993,预测,84.93066
,50.550109999999925,预测,84.896164
,50.56677999999992,预测,84.88756
,50.58344999999992,预测,84.86127
,50.60011999999992,预测,84.849434
,50.61678999999992,预测,84.83476
,50.633459999999914,预测,84.81754
,50.65012999999991,预测,84.8224
,50.66679999999991,预测,84.81262
,50.68346999999991,预测,84.78203
,50.700139999999905,预测,84.77383
,50.7168099999999,预测,84.74154
,50.7334799999999,预测,84.75217
,50.7501499999999,预测,84.75678
,50.766819999999896,预测,84.73471
,50.783489999999894,预测,84.738495
,50.80015999999989,预测,84.70025
,50.81682999999989,预测,84.7096
,50.83349999999989,预测,84.696724
,50.850169999999885,预测,84.71483
,50.86683999999988,预测,84.69849
,50.88350999999988,预测,84.69515
,50.90017999999988,预测,84.6667
,50.916849999999876,预测,84.677505
,50.933519999999874,预测,84.66203
,50.95018999999987,预测,84.65911
,50.96685999999987,预测,84.6488
,50.98352999999987,预测,84.655464
,51.000199999999865,预测,84.64664
,51.01686999999986,预测,84.627625
,51.03353999999986,预测,84.605095
,51.05020999999986,预测,84.62201
,51.066879999999855,预测,84.60785
,51.08354999999985,预测,84.59504
,51.10021999999985,预测,84.61257
,51.11688999999985,预测,84.58211
,51.13355999999985,预测,84.58244
,51.150229999999844,预测,84.573456
,51.16689999999984,预测,84.54713
,51.18356999999984,预测,84.55243
,51.20023999999984,预测,84.53378
,51.216909999999835,预测,84.53804
,51.23357999999983,预测,84.51783
,51.25024999999983,预测,84.49047
51.3,51.26691999999983,预测,84.52277
,51.283589999999826,预测,84.514465
,51.300259999999824,预测,84.49877
,51.31692999999982,预测,84.516556
,51.33359999999982,预测,84.51316
,51.35026999999982,预测,84.489624
,51.366939999999815,预测,84.4916
,51.38360999999981,预测,84.51693
,51.40027999999981,预测,84.49707
,51.41694999999981,预测,84.508736
,51.433619999999806,预测,84.50141
,51.450289999999804,预测,84.486176
,51.4669599999998,预测,84.495895
,51.4836299999998,预测,84.460464
,51.5002999999998,预测,84.46534
,51.516969999999795,预测,84.44592
,51.53363999999979,预测,84.433914
,51.55030999999979,预测,84.43144
,51.56697999999979,预测,84.436935
,51.583649999999786,预测,84.403206
,51.60031999999978,预测,84.4324
,51.61698999999978,预测,84.422195
,51.63365999999978,预测,84.40518
,51.65032999999978,预测,84.39959
,51.666999999999774,预测,84.389656
,51.68366999999977,预测,84.400314
,51.70033999999977,预测,84.406334
,51.71700999999977,预测,84.4165
,51.733679999999765,预测,84.418785
,51.75034999999976,预测,84.40947
,51.76701999999976,预测,84.40823
,51.78368999999976,预测,84.40051
,51.800359999999756,预测,84.403656
,51.817029999999754,预测,84.40492
,51.83369999999975,预测,84.41228
,51.85036999999975,预测,84.41872
,51.86703999999975,预测,84.40346
,51.883709999999745,预测,84.42125
,51.90037999999974,预测,84.40885
,51.91704999999974,预测,84.427414
,51.93371999999974,预测,84.42503
,51.950389999999736,预测,84.4305
,51.967059999999734,预测,84.42551
,51.98372999999973,预测,84.42985
,52.00039999999973,预测,84.43484
,52.01706999999973,预测,84.449554
,52.033739999999725,预测,84.436035
,52.05040999999972,预测,84.442085
,52.06707999999972,预测,84.440796
,52.08374999999972,预测,84.44009
,52.100419999999716,预测,84.41638
,52.11708999999971,预测,84.433655
,52.13375999999971,预测,84.42683
,52.15042999999971,预测,84.43432
,52.16709999999971,预测,84.43232
,52.183769999999704,预测,84.42798
,52.2004399999997,预测,84.427444
,52.2171099999997,预测,84.43323
,52.2337799999997,预测,84.43642
,52.250449999999695,预测,84.42607
,52.26711999999969,预测,84.42992
,52.28378999999969,预测,84.44523
,52.30045999999969,预测,84.4371
,52.317129999999686,预测,84.41568
,52.333799999999684,预测,84.41271
,52.35046999999968,预测,84.41365
,52.36713999999968,预测,84.4162
,52.38380999999968,预测,84.415344
,52.400479999999675,预测,84.40556
,52.41714999999967,预测,84.4072
,52.43381999999967,预测,84.391525
,52.45048999999967,预测,84.385956
,52.467159999999666,预测,84.40345
,52.483829999999664,预测,84.39189
,52.50049999999966,预测,84.397156
52.5,52.51716999999966,预测,84.38492
,52.53383999999966,预测,84.38774
,52.550509999999655,预测,84.375046
,52.56717999999965,预测,84.38429
,52.58384999999965,预测,84.37245
,52.60051999999965,预测,84.37152
,52.617189999999646,预测,84.36992
,52.63385999999964,预测,84.37714
,52.65052999999964,预测,84.3683
,52.66719999999964,预测,84.35304
,52.68386999999964,预测,84.34978
,52.700539999999634,预测,84.34596
,52.71720999999963,预测,84.3307
,52.73387999999963,预测,84.321594
,52.75054999999963,预测,84.31527
,52.767219999999625,预测,84.31312
,52.78388999999962,预测,84.30568
,52.80055999999962,预测,84.290504
,52.81722999999962,预测,84.28766
,52.833899999999616,预测,84.27362
,52.850569999999614,预测,84.26403
,52.86723999999961,预测,84.24512
,52.88390999999961,预测,84.24046
,52.90057999999961,预测,84.233246
,52.917249999999605,预测,84.20778
,52.9339199999996,预测,84.18615
,52.9505899999996,预测,84.20329
,52.9672599999996,预测,84.17878
,52.983929999999596,预测,84.16827
,53.000599999999594,预测,84.135414
,53.01726999999959,预测,84.137314
,53.03393999999959,预测,84.11796
,53.05060999999959,预测,84.126144
,53.067279999999585,预测,84.11054
,53.08394999999958,预测,84.09982
,53.10061999999958,预测,84.09623
,53.11728999999958,预测,84.07957
,53.133959999999576,预测,84.08328
,53.15062999999957,预测,84.08316
,53.16729999999957,预测,84.06755
,53.18396999999957,预测,84.054245
,53.20063999999957,预测,84.06204
,53.217309999999564,预测,84.03992
,53.23397999999956,预测,84.03913
,53.25064999999956,预测,84.03793
,53.26731999999956,预测,84.03063
,53.283989999999555,预测,84.028114
,53.30065999999955,预测,84.01379
,53.31732999999955,预测,84.00782
,53.33399999999955,预测,83.99723
,53.350669999999546,预测,84.00265
,53.367339999999544,预测,83.99843
,53.38400999999954,预测,83.971306
,53.40067999999954,预测,83.96943
,53.41734999999954,预测,83.982254
,53.434019999999535,预测,83.97946
,53.45068999999953,预测,83.96794
,53.46735999999953,预测,83.96855
,53.48402999999953,预测,83.95974
,53.500699999999526,预测,83.9567
,53.517369999999524,预测,83.9531
,53.53403999999952,预测,83.94055
,53.55070999999952,预测,83.94408
,53.56737999999952,预测,83.93856
,53.584049999999515,预测,83.93768
,53.60071999999951,预测,83.94065
,53.61738999999951,预测,83.93757
,53.63405999999951,预测,83.94153
,53.650729999999506,预测,83.937996
,53.6673999999995,预测,83.930565
,53.6840699999995,预测,83.94366
,53.7007399999995,预测,83.93396
,53.7174099999995,预测,83.93773
,53.734079999999494,预测,83.9293
,53.75074999999949,预测,83.91151
53.8,53.76741999999949,预测,83.92065
,53.78408999999949,预测,83.911804
,53.800759999999485,预测,83.902306
,53.81742999999948,预测,83.91117
,53.83409999999948,预测,83.90615
,53.85076999999948,预测,83.90345
,53.867439999999476,预测,83.89519
,53.884109999999474,预测,83.89535
,53.90077999999947,预测,83.90165
,53.91744999999947,预测,83.90039
,53.93411999999947,预测,83.888985
,53.950789999999465,预测,83.90242
,53.96745999999946,预测,83.88799
,53.98412999999946,预测,83.901505
,54.00079999999946,预测,83.900665
,54.017469999999456,预测,83.895386
,54.034139999999454,预测,83.90463
,54.05080999999945,预测,83.887596
,54.06747999999945,预测,83.88256
,54.08414999999945,预测,83.87917
,54.100819999999445,预测,83.864716
,54.11748999999944,预测,83.8581
,54.13415999999944,预测,83.86353
,54.15082999999944,预测,83.84886
,54.167499999999436,预测,83.83909
,54.18416999999943,预测,83.84076
,54.20083999999943,预测,83.8492
,54.21750999999943,预测,83.83079
,54.23417999999943,预测,83.846565
,54.250849999999424,预测,83.82333
,54.26751999999942,预测,83.82684
,54.28418999999942,预测,83.81987
,54.30085999999942,预测,83.81434
,54.317529999999415,预测,83.79199
,54.33419999999941,预测,83.81828
,54.35086999999941,预测,83.80553
,54.36753999999941,预测,83.78763
,54.384209999999406,预测,83.776665
,54.400879999999404,预测,83.78266
,54.4175499999994,预测,83.76378
,54.4342199999994,预测,83.76648
,54.4508899999994,预测,83.76315
,54.467559999999395,预测,83.76064
,54.48422999999939,预测,83.75284
,54.50089999999939,预测,83.74888
,54.51756999999939,预测,83.74173
,54.534239999999386,预测,83.75594
,54.550909999999384,预测,83.751076
,54.56757999999938,预测,83.73873
,54.58424999999938,预测,83.73903
,54.60091999999938,预测,83.744225
,54.617589999999375,预测,83.72005
,54.63425999999937,预测,83.74185
,54.65092999999937,预测,83.74007
,54.66759999999937,预测,83.72938
,54.684269999999366,预测,83.73937
,54.70093999999936,预测,83.732574
,54.71760999999936,预测,83.74033
,54.73427999999936,预测,83.74676
,54.75094999999936,预测,83.7334
,54.767619999999354,预测,83.73254
,54.78428999999935,预测,83.7349
,54.80095999999935,预测,83.72312
,54.81762999999935,预测,83.72156
,54.834299999999345,预测,83.72528
,54.85096999999934,预测,83.72365
,54.86763999999934,预测,83.72706
,54.88430999999934,预测,83.725365
,54.900979999999336,预测,83.72981
,54.917649999999334,预测,83.72949
,54.93431999999933,预测,83.72472
,54.95098999999933,预测,83.72331
,54.96765999999933,预测,83.720085
,54.984329999999325,预测,83.72727
,55.00099999999932,预测,83.7276
55.0,55.01766999999932,预测,83.732704
,55.03433999999932,预测,83.73363
,55.051009999999316,预测,83.736885
,55.067679999999314,预测,83.74257
,55.08434999999931,预测,83.74987
,55.10101999999931,预测,83.75237
,55.11768999999931,预测,83.752335
,55.134359999999305,预测,83.763626
,55.1510299999993,预测,83.76312
,55.1676999999993,预测,83.76713
,55.1843699999993,预测,83.7764
,55.201039999999296,预测,83.77445
,55.21770999999929,预测,83.774414
,55.23437999999929,预测,83.782555
,55.25104999999929,预测,83.78051
,55.26771999999929,预测,83.78316
,55.284389999999284,预测,83.78263
,55.30105999999928,预测,83.77544
,55.31772999999928,预测,83.77763
,55.33439999999928,预测,83.77243
,55.351069999999275,预测,83.77122
,55.36773999999927,预测,83.7769
,55.38440999999927,预测,83.77691
,55.40107999999927,预测,83.77061
,55.417749999999266,预测,83.770676
,55.434419999999264,预测,83.76483
,55.45108999999926,预测,83.7742
,55.46775999999926,预测,83.77504
,55.48442999999926,预测,83.77359
,55.501099999999255,预测,83.765434
,55.51776999999925,预测,83.76945
,55.53443999999925,预测,83.77359
,55.55110999999925,预测,83.77615
,55.567779999999246,预测,83.768135
,55.584449999999244,预测,83.770805
,55.60111999999924,预测,83.77086
,55.61778999999924,预测,83.76192
,55.63445999999924,预测,83.76065
,55.651129999999235,预测,83.75632
,55.66779999999923,预测,83.76188
,55.68446999999923,预测,83.74783
,55.70113999999923,预测,83.75643
,55.717809999999226,预测,83.75503
,55.73447999999922,预测,83.74209
,55.75114999999922,预测,83.75045
,55.76781999999922,预测,83.75184
,55.78448999999922,预测,83.75054
,55.801159999999214,预测,83.74627
,55.81782999999921,预测,83.74242
,55.83449999999921,预测,83.74231
,55.85116999999921,预测,83.73199
,55.867839999999205,预测,83.73507
,55.8845099999992,预测,83.732475
,55.9011799999992,预测,83.726006
,55.9178499999992,预测,83.72756
,55.934519999999196,预测,83.7215
,55.951189999999194,预测,83.71543
,55.96785999999919,预测,83.719734
,55.98452999999919,预测,83.70954
,56.00119999999919,预测,83.70327
,56.017869999999185,预测,83.69569
,56.03453999999918,预测,83.69508
,56.05120999999918,预测,83.68385
,56.06787999999918,预测,83.68861
,56.084549999999176,预测,83.67552
,56.101219999999174,预测,83.67557
,56.11788999999917,预测,83.670204
,56.13455999999917,预测,83.67103
,56.15122999999917,预测,83.664085
,56.167899999999165,预测,83.65735
,56.18456999999916,预测,83.65768
,56.20123999999916,预测,83.652016
,56.21790999999916,预测,83.63973
,56.234579999999156,预测,83.6332
,56.25124999999915,预测,83.6426
56.3,56.26791999999915,预测,83.641235
,56.28458999999915,预测,83.63144
,56.30125999999915,预测,83.621635
,56.317929999999144,预测,83.6149
,56.33459999999914,预测,83.61283
,56.35126999999914,预测,83.612114
,56.36793999999914,预测,83.61254
,56.384609999999135,预测,83.60099
,56.40127999999913,预测,83.60423
,56.41794999999913,预测,83.59869
,56.43461999999913,预测,83.59338
,56.451289999999126,预测,83.58817
,56.467959999999124,预测,83.59593
,56.48462999999912,预测,83.57868
,56.50129999999912,预测,83.58813
,56.51796999999912,预测,83.585464
,56.534639999999115,预测,83.57018
,56.55130999999911,预测,83.57859
,56.56797999999911,预测,83.57444
,56.58464999999911,预测,83.565926
,56.601319999999106,预测,83.56445
,56.617989999999104,预测,83.5685
,56.6346599999991,预测,83.565315
,56.6513299999991,预测,83.56098
,56.6679999999991,预测,83.55997
,56.684669999999095,预测,83.55659
,56.70133999999909,预测,83.55866
,56.71800999999909,预测,83.55056
,56.73467999999909,预测,83.55356
,56.751349999999086,预测,83.549614
,56.76801999999908,预测,83.54777
,56.78468999999908,预测,83.53814
,56.80135999999908,预测,83.53754
,56.81802999999908,预测,83.53577
,56.834699999999074,预测,83.53283
,56.85136999999907,预测,83.53472
,56.86803999999907,预测,83.53083
,56.88470999999907,预测,83.53424
,56.901379999999065,预测,83.53166
,56.91804999999906,预测,83.536514
,56.93471999999906,预测,83.52783
,56.95138999999906,预测,83.5205
,56.968059999999056,预测,83.52319
,56.984729999999054,预测,83.52232
,57.00139999999905,预测,83.51828
,57.01806999999905,预测,83.521904
,57.03473999999905,预测,83.51814
,57.051409999999045,预测,83.525055
,57.06807999999904,预测,83.519875
,57.08474999999904,预测,83.52199
,57.10141999999904,预测,83.52216
,57.118089999999036,预测,83.52679
,57.134759999999034,预测,83.52347
,57.15142999999903,预测,83.52399
,57.16809999999903,预测,83.52421
,57.18476999999903,预测,83.52372
,57.201439999999025,预测,83.52735
,57.21810999999902,预测,83.52415
,57.23477999999902,预测,83.51779
,57.25144999999902,预测,83.51312
,57.268119999999016,预测,83.50497
,57.28478999999901,预测,83.50221
,57.30145999999901,预测,83.49193
,57.31812999999901,预测,83.49044
,57.33479999999901,预测,83.48448
,57.351469999999004,预测,83.48097
,57.368139999999,预测,83.47449
,57.384809999999,预测,83.48561
,57.401479999999,预测,83.48489
,57.418149999998995,预测,83.48135
,57.43481999999899,预测,83.48013
,57.45148999999899,预测,83.472664
,57.46815999999899,预测,83.474754
,57.484829999998986,预测,83.47506
,57.501499999998984,预测,83.475845
57.5,57.51816999999898,预测,83.4702
,57.53483999999898,预测,83.48352
,57.55150999999898,预测,83.475334
,57.568179999998975,预测,83.4683
,57.58484999999897,预测,83.46068
,57.60151999999897,预测,83.463425
,57.61818999999897,预测,83.46428
,57.634859999998966,预测,83.452644
,57.651529999998964,预测,83.45916
,57.66819999999896,预测,83.452255
,57.68486999999896,预测,83.4514
,57.70153999999896,预测,83.450165
,57.718209999998955,预测,83.44586
,57.73487999999895,预测,83.447685
,57.75154999999895,预测,83.4453
,57.76821999999895,预测,83.44047
,57.784889999998946,预测,83.44439
,57.80155999999894,预测,83.437935
,57.81822999999894,预测,83.43459
,57.83489999999894,预测,83.442085
,57.85156999999894,预测,83.45237
,57.868239999998934,预测,83.45041
,57.88490999999893,预测,83.4533
,57.90157999999893,预测,83.44896
,57.91824999999893,预测,83.448906
,57.934919999998925,预测,83.46005
,57.95158999999892,预测,83.45726
,57.96825999999892,预测,83.45293
,57.98492999999892,预测,83.460495
,58.001599999998916,预测,83.45578
,58.018269999998914,预测,83.44905
,58.03493999999891,预测,83.45038
,58.05160999999891,预测,83.45223
,58.06827999999891,预测,83.453514
,58.084949999998905,预测,83.45009
,58.1016199999989,预测,83.45187
,58.1182899999989,预测,83.45134
,58.1349599999989,预测,83.45105
,58.151629999998896,预测,83.44963
,58.168299999998894,预测,83.448715
,58.18496999999889,预测,83.45178
,58.20163999999889,预测,83.44905
,58.21830999999889,预测,83.45339
,58.234979999998885,预测,83.451225
,58.25164999999888,预测,83.4539
,58.26831999999888,预测,83.453094
,58.28498999999888,预测,83.459015
,58.301659999998876,预测,83.456795
,58.31832999999887,预测,83.458405
,58.33499999999887,预测,83.45777
,58.35166999999887,预测,83.45764
,58.36833999999887,预测,83.46015
,58.385009999998864,预测,83.4553
,58.40167999999886,预测,83.458115
,58.41834999999886,预测,83.45477
,58.43501999999886,预测,83.455376
,58.451689999998855,预测,83.45055
,58.46835999999885,预测,83.45204
,58.48502999999885,预测,83.450935
,58.50169999999885,预测,83.44816
,58.518369999998846,预测,83.44751
,58.535039999998844,预测,83.445015
,58.55170999999884,预测,83.44379
,58.56837999999884,预测,83.44494
,58.58504999999884,预测,83.44549
,58.601719999998835,预测,83.44516
,58.61838999999883,预测,83.444176
,58.63505999999883,预测,83.439384
,58.65172999999883,预测,83.44004
,58.668399999998826,预测,83.44152
,58.685069999998824,预测,83.44148
,58.70173999999882,预测,83.436745
,58.71840999999882,预测,83.43694
,58.73507999999882,预测,83.4354
,58.751749999998815,预测,83.43699
58.8,58.76841999999881,预测,83.429115
,58.78508999999881,预测,83.42918
,58.80175999999881,预测,83.43182
,58.818429999998806,预测,83.429756
,58.8350999999988,预测,83.426315
,58.8517699999988,预测,83.42403
,58.8684399999988,预测,83.42536
,58.8851099999988,预测,83.42367
,58.901779999998794,预测,83.421455
,58.91844999999879,预测,83.420204
,58.93511999999879,预测,83.41617
,58.95178999999879,预测,83.41438
,58.968459999998785,预测,83.41921
,58.98512999999878,预测,83.41683
,59.00179999999878,预测,83.416756
,59.01846999999878,预测,83.41085
,59.035139999998776,预测,83.411575
,59.051809999998774,预测,83.40669
,59.06847999999877,预测,83.40853
,59.08514999999877,预测,83.408585
,59.10181999999877,预测,83.40382
,59.118489999998765,预测,83.403656
,59.13515999999876,预测,83.40122
,59.15182999999876,预测,83.397964
,59.16849999999876,预测,83.400696
,59.185169999998756,预测,83.39699
,59.201839999998754,预测,83.39352
,59.21850999999875,预测,83.39343
,59.23517999999875,预测,83.39229
,59.25184999999875,预测,83.3868
,59.268519999998745,预测,83.388275
,59.28518999999874,预测,83.38193
,59.30185999999874,预测,83.38179
,59.31852999999874,预测,83.38088
,59.335199999998736,预测,83.37977
,59.35186999999873,预测,83.38003
,59.36853999999873,预测,83.37821
,59.38520999999873,预测,83.37781
,59.40187999999873,预测,83.37376
,59.418549999998724,预测,83.37208
,59.43521999999872,预测,83.371826
,59.45188999999872,预测,83.371185
,59.46855999999872,预测,83.36997
,59.485229999998715,预测,83.37391
,59.50189999999871,预测,83.370445
,59.51856999999871,预测,83.36761
,59.53523999999871,预测,83.36705
,59.551909999998706,预测,83.36981
,59.568579999998704,预测,83.36713
,59.5852499999987,预测,83.367165
,59.6019199999987,预测,83.36511
,59.6185899999987,预测,83.36292
,59.635259999998695,预测,83.36146
,59.65192999999869,预测,83.360176
,59.66859999999869,预测,83.35907
,59.68526999999869,预测,83.3569
,59.701939999998686,预测,83.35842
,59.718609999998684,预测,83.35717
,59.73527999999868,预测,83.354324
,59.75194999999868,预测,83.355194
,59.76861999999868,预测,83.35554
,59.785289999998675,预测,83.354935
,59.80195999999867,预测,83.355
,59.81862999999867,预测,83.35497
,59.83529999999867,预测,83.35212
,59.851969999998666,预测,83.35342
,59.86863999999866,预测,83.35265
,59.88530999999866,预测,83.353806
,59.90197999999866,预测,83.35474
,59.91864999999866,预测,83.35008
,59.935319999998654,预测,83.35288
,59.95198999999865,预测,83.35497
,59.96865999999865,预测,83.355156
,59.98532999999865,预测,83.35559
,60.001999999998645,预测,83.356804
